_id,Nama ODTW,Kode ODTW,Bulan kunjungan,Klasifikasi pengunjung/ wisatawan,Jumlah pengunjung/ wisatawan
"328,MUSEUM OLAHRAGA,"""",AGUSTUS,WISNUS,0"
"329,MUSEUM OLAHRAGA,"""",SEPTEMBER,WISMAN,0"
"330,MUSEUM OLAHRAGA,"""",SEPTEMBER,WISNUS,198"
"331,MUSEUM OLAHRAGA,"""",OKTOBER,WISMAN,0"
"332,MUSEUM OLAHRAGA,"""",OKTOBER,WISNUS,158"
"333,MUSEUM OLAHRAGA,"""",NOPEMBER,WISMAN,0"
"334,MUSEUM OLAHRAGA,"""",NOPEMBER,WISNUS,410"
"335,MUSEUM OLAHRAGA,"""",DESEMBER,WISMAN,0"
"336,MUSEUM OLAHRAGA,"""",DESEMBER,WISNUS,466"
"337,MUSEUM NU,"""",JANUARI,WISMAN,0"
"338,MUSEUM NU,"""",JANUARI,WISNUS,28"
"339,MUSEUM NU,"""",FEBRUARI,WISMAN,0"
"340,MUSEUM NU,"""",FEBRUARI,WISNUS,20"
"341,MUSEUM NU,"""",MARET,WISMAN,0"
"342,MUSEUM NU,"""",MARET,WISNUS,70"
"343,MUSEUM NU,"""",APRIL,WISMAN,0"
"344,MUSEUM NU,"""",APRIL,WISNUS,143"
"345,MUSEUM NU,"""",MEI,WISMAN,0"
"346,MUSEUM NU,"""",MEI,WISNUS,49"
"347,MUSEUM NU,"""",JUNI,WISMAN,0"
"348,MUSEUM NU,"""",JUNI,WISNUS,28"
"349,MUSEUM NU,"""",JULI,WISMAN,0"
"350,MUSEUM NU,"""",JULI,WISNUS,6"
"351,MUSEUM NU,"""",AGUSTUS,WISMAN,0"
"352,MUSEUM NU,"""",AGUSTUS,WISNUS,4"
"353,MUSEUM NU,"""",SEPTEMBER,WISMAN,0"
"354,MUSEUM NU,"""",SEPTEMBER,WISNUS,19"
"355,MUSEUM NU,"""",OKTOBER,WISMAN,0"
"356,MUSEUM NU,"""",OKTOBER,WISNUS,162"
"357,MUSEUM NU,"""",NOPEMBER,WISMAN,0"
"358,MUSEUM NU,"""",NOPEMBER,WISNUS,99"
"359,MUSEUM NU,"""",DESEMBER,WISMAN,0"
"360,MUSEUM NU,"""",DESEMBER,WISNUS,92"
"361,MASJID AL-AKBAR,"""",JANUARI,WISMAN,0"
"362,MASJID AL-AKBAR,"""",JANUARI,WISNUS,56"
"363,MASJID AL-AKBAR,"""",FEBRUARI,WISMAN,0"
"364,MASJID AL-AKBAR,"""",FEBRUARI,WISNUS,341"
"365,MASJID AL-AKBAR,"""",MARET,WISMAN,0"
"366,MASJID AL-AKBAR,"""",MARET,WISNUS,0"
"367,MASJID AL-AKBAR,"""",APRIL,WISMAN,0"
"368,MASJID AL-AKBAR,"""",APRIL,WISNUS,0"
"369,MASJID AL-AKBAR,"""",MEI,WISMAN,0"
"370,MASJID AL-AKBAR,"""",MEI,WISNUS,16"
"371,MASJID AL-AKBAR,"""",JUNI,WISMAN,0"
"372,MASJID AL-AKBAR,"""",JUNI,WISNUS,0"
"373,MASJID AL-AKBAR,"""",JULI,WISMAN,0"
"374,MASJID AL-AKBAR,"""",JULI,WISNUS,0"
"375,MASJID AL-AKBAR,"""",AGUSTUS,WISMAN,0"
"376,MASJID AL-AKBAR,"""",AGUSTUS,WISNUS,0"
"377,MASJID AL-AKBAR,"""",SEPTEMBER,WISMAN,0"
"378,MASJID AL-AKBAR,"""",SEPTEMBER,WISNUS,0"
"379,MASJID AL-AKBAR,"""",OKTOBER,WISMAN,0"
"380,MASJID AL-AKBAR,"""",OKTOBER,WISNUS,0"
"381,MASJID AL-AKBAR,"""",NOPEMBER,WISMAN,0"
"382,MASJID AL-AKBAR,"""",NOPEMBER,WISNUS,0"
"383,MASJID AL-AKBAR,"""",DESEMBER,WISMAN,0"
"384,MASJID AL-AKBAR,"""",DESEMBER,WISNUS,0"
"385,MASJID CHENG HOO,"""",JANUARI,WISMAN,0"
"386,MASJID CHENG HOO,"""",JANUARI,WISNUS,155"
"387,MASJID CHENG HOO,"""",FEBRUARI,WISMAN,0"
"388,MASJID CHENG HOO,"""",FEBRUARI,WISNUS,125"
"389,MASJID CHENG HOO,"""",MARET,WISMAN,0"
"390,MASJID CHENG HOO,"""",MARET,WISNUS,148"
"391,MASJID CHENG HOO,"""",APRIL,WISMAN,15"
"392,MASJID CHENG HOO,"""",APRIL,WISNUS,147"
"393,MASJID CHENG HOO,"""",MEI,WISMAN,0"
"394,MASJID CHENG HOO,"""",MEI,WISNUS,235"
"395,MASJID CHENG HOO,"""",JUNI,WISMAN,0"
"396,MASJID CHENG HOO,"""",JUNI,WISNUS,360"
"397,MASJID CHENG HOO,"""",JULI,WISMAN,0"
"398,MASJID CHENG HOO,"""",JULI,WISNUS,145"
"399,MASJID CHENG HOO,"""",AGUSTUS,WISMAN,0"
"400,MASJID CHENG HOO,"""",AGUSTUS,WISNUS,127"
"401,MASJID CHENG HOO,"""",SEPTEMBER,WISMAN,0"
"402,MASJID CHENG HOO,"""",SEPTEMBER,WISNUS,189"
"403,MASJID CHENG HOO,"""",OKTOBER,WISMAN,0"
"404,MASJID CHENG HOO,"""",OKTOBER,WISNUS,158"
"405,MASJID CHENG HOO,"""",NOPEMBER,WISMAN,0"
"406,MASJID CHENG HOO,"""",NOPEMBER,WISNUS,183"
"407,MASJID CHENG HOO,"""",DESEMBER,WISMAN,0"
"408,MASJID CHENG HOO,"""",DESEMBER,WISNUS,493"
"409,MASJID AGUNG SUNAN AMPEL,"""",JANUARI,WISMAN,0"
"410,MASJID AGUNG SUNAN AMPEL,"""",JANUARI,WISNUS,60000"
"411,MASJID AGUNG SUNAN AMPEL,"""",FEBRUARI,WISMAN,0"
"412,MASJID AGUNG SUNAN AMPEL,"""",FEBRUARI,WISNUS,52000"
"413,MASJID AGUNG SUNAN AMPEL,"""",MARET,WISMAN,0"
"414,MASJID AGUNG SUNAN AMPEL,"""",MARET,WISNUS,98"
"415,MASJID AGUNG SUNAN AMPEL,"""",APRIL,WISMAN,0"
"416,MASJID AGUNG SUNAN AMPEL,"""",APRIL,WISNUS,100"
"417,MASJID AGUNG SUNAN AMPEL,"""",MEI,WISMAN,0"
"418,MASJID AGUNG SUNAN AMPEL,"""",MEI,WISNUS,68"
"419,MASJID AGUNG SUNAN AMPEL,"""",JUNI,WISMAN,0"
"420,MASJID AGUNG SUNAN AMPEL,"""",JUNI,WISNUS,33"
"421,MASJID AGUNG SUNAN AMPEL,"""",JULI,WISMAN,0"
"422,MASJID AGUNG SUNAN AMPEL,"""",JULI,WISNUS,0"
"423,MASJID AGUNG SUNAN AMPEL,"""",AGUSTUS,WISMAN,0"
"424,MASJID AGUNG SUNAN AMPEL,"""",AGUSTUS,WISNUS,0"
"425,MASJID AGUNG SUNAN AMPEL,"""",SEPTEMBER,WISMAN,0"
"426,MASJID AGUNG SUNAN AMPEL,"""",SEPTEMBER,WISNUS,0"
"427,MASJID AGUNG SUNAN AMPEL,"""",OKTOBER,WISMAN,0"
"428,MASJID AGUNG SUNAN AMPEL,"""",OKTOBER,WISNUS,0"
"429,MASJID AGUNG SUNAN AMPEL,"""",NOPEMBER,WISMAN,0"
"430,MASJID AGUNG SUNAN AMPEL,"""",NOPEMBER,WISNUS,0"
"431,MASJID AGUNG SUNAN AMPEL,"""",DESEMBER,WISMAN,0"
"432,MASJID AGUNG SUNAN AMPEL,"""",DESEMBER,WISNUS,0"
"433,DJOKO  DOLOG,"""",JANUARI,WISMAN,1"
"434,DJOKO  DOLOG,"""",JANUARI,WISNUS,49"
"435,DJOKO  DOLOG,"""",FEBRUARI,WISMAN,0"
"436,DJOKO  DOLOG,"""",FEBRUARI,WISNUS,67"
"437,DJOKO  DOLOG,"""",MARET,WISMAN,0"
"438,DJOKO  DOLOG,"""",MARET,WISNUS,52"
"439,DJOKO  DOLOG,"""",APRIL,WISMAN,0"
"440,DJOKO  DOLOG,"""",APRIL,WISNUS,61"
"441,DJOKO  DOLOG,"""",MEI,WISMAN,0"
"442,DJOKO  DOLOG,"""",MEI,WISNUS,71"
"443,DJOKO  DOLOG,"""",JUNI,WISMAN,0"
"444,DJOKO  DOLOG,"""",JUNI,WISNUS,50"
"445,DJOKO  DOLOG,"""",JULI,WISMAN,0"
"446,DJOKO  DOLOG,"""",JULI,WISNUS,14"
"447,DJOKO  DOLOG,"""",AGUSTUS,WISMAN,0"
"448,DJOKO  DOLOG,"""",AGUSTUS,WISNUS,21"
"449,DJOKO  DOLOG,"""",SEPTEMBER,WISMAN,7"
"450,DJOKO  DOLOG,"""",SEPTEMBER,WISNUS,41"
"451,DJOKO  DOLOG,"""",OKTOBER,WISMAN,2"
"452,DJOKO  DOLOG,"""",OKTOBER,WISNUS,39"
"453,DJOKO  DOLOG,"""",NOPEMBER,WISMAN,8"
"454,DJOKO  DOLOG,"""",NOPEMBER,WISNUS,45"
"455,DJOKO  DOLOG,"""",DESEMBER,WISMAN,2"
"456,DJOKO  DOLOG,"""",DESEMBER,WISNUS,56"
"457,MAKAM SUNAN BUNGKUL,"""",JANUARI,WISMAN,0"
"458,MAKAM SUNAN BUNGKUL,"""",JANUARI,WISNUS,70"
"459,MAKAM SUNAN BUNGKUL,"""",FEBRUARI,WISMAN,0"
"460,MAKAM SUNAN BUNGKUL,"""",FEBRUARI,WISNUS,70"
"461,MAKAM SUNAN BUNGKUL,"""",MARET,WISMAN,0"
"462,MAKAM SUNAN BUNGKUL,"""",MARET,WISNUS,64"
"463,MAKAM SUNAN BUNGKUL,"""",APRIL,WISMAN,0"
"464,MAKAM SUNAN BUNGKUL,"""",APRIL,WISNUS,235"
"465,MAKAM SUNAN BUNGKUL,"""",MEI,WISMAN,0"
"466,MAKAM SUNAN BUNGKUL,"""",MEI,WISNUS,210"
"467,MAKAM SUNAN BUNGKUL,"""",JUNI,WISMAN,0"
"468,MAKAM SUNAN BUNGKUL,"""",JUNI,WISNUS,89"
"469,MAKAM SUNAN BUNGKUL,"""",JULI,WISMAN,0"
"470,MAKAM SUNAN BUNGKUL,"""",JULI,WISNUS,50"
"471,MAKAM SUNAN BUNGKUL,"""",AGUSTUS,WISMAN,0"
"472,MAKAM SUNAN BUNGKUL,"""",AGUSTUS,WISNUS,85"
"473,MAKAM SUNAN BUNGKUL,"""",SEPTEMBER,WISMAN,0"
"474,MAKAM SUNAN BUNGKUL,"""",SEPTEMBER,WISNUS,210"
"475,MAKAM SUNAN BUNGKUL,"""",OKTOBER,WISMAN,0"
"476,MAKAM SUNAN BUNGKUL,"""",OKTOBER,WISNUS,220"
"477,MAKAM SUNAN BUNGKUL,"""",NOPEMBER,WISMAN,0"
"478,MAKAM SUNAN BUNGKUL,"""",NOPEMBER,WISNUS,221"
"479,MAKAM SUNAN BUNGKUL,"""",DESEMBER,WISMAN,0"
"480,MAKAM SUNAN BUNGKUL,"""",DESEMBER,WISNUS,223"
"481,MAKAM SAWUNGGALING,"""",JANUARI,WISMAN,0"
"482,MAKAM SAWUNGGALING,"""",JANUARI,WISNUS,249"
"483,MAKAM SAWUNGGALING,"""",FEBRUARI,WISMAN,0"
"484,MAKAM SAWUNGGALING,"""",FEBRUARI,WISNUS,314"
"485,MAKAM SAWUNGGALING,"""",MARET,WISMAN,0"
"486,MAKAM SAWUNGGALING,"""",MARET,WISNUS,215"
"487,MAKAM SAWUNGGALING,"""",APRIL,WISMAN,0"
"488,MAKAM SAWUNGGALING,"""",APRIL,WISNUS,366"
"489,MAKAM SAWUNGGALING,"""",MEI,WISMAN,0"
"490,MAKAM SAWUNGGALING,"""",MEI,WISNUS,318"
"491,MAKAM SAWUNGGALING,"""",JUNI,WISMAN,0"
"492,MAKAM SAWUNGGALING,"""",JUNI,WISNUS,215"
"493,MAKAM SAWUNGGALING,"""",JULI,WISMAN,0"
"494,MAKAM SAWUNGGALING,"""",JULI,WISNUS,260"
"495,MAKAM SAWUNGGALING,"""",AGUSTUS,WISMAN,0"
"496,MAKAM SAWUNGGALING,"""",AGUSTUS,WISNUS,344"
"497,MAKAM SAWUNGGALING,"""",SEPTEMBER,WISMAN,0"
"498,MAKAM SAWUNGGALING,"""",SEPTEMBER,WISNUS,422"
"499,MAKAM SAWUNGGALING,"""",OKTOBER,WISMAN,0"
"500,MAKAM SAWUNGGALING,"""",OKTOBER,WISNUS,422"
"501,MAKAM SAWUNGGALING,"""",NOPEMBER,WISMAN,0"
"502,MAKAM SAWUNGGALING,"""",NOPEMBER,WISNUS,470"
"503,MAKAM SAWUNGGALING,"""",DESEMBER,WISMAN,0"
"504,MAKAM SAWUNGGALING,"""",DESEMBER,WISNUS,330"
"505,KLENTENG HOK AN KIONG,"""",JANUARI,WISMAN,0"
"506,KLENTENG HOK AN KIONG,"""",JANUARI,WISNUS,90"
"507,KLENTENG HOK AN KIONG,"""",FEBRUARI,WISMAN,0"
"508,KLENTENG HOK AN KIONG,"""",FEBRUARI,WISNUS,40"
"509,KLENTENG HOK AN KIONG,"""",MARET,WISMAN,0"
"510,KLENTENG HOK AN KIONG,"""",MARET,WISNUS,28"
"511,KLENTENG HOK AN KIONG,"""",APRIL,WISMAN,0"
"512,KLENTENG HOK AN KIONG,"""",APRIL,WISNUS,30"
"513,KLENTENG HOK AN KIONG,"""",MEI,WISMAN,0"
"514,KLENTENG HOK AN KIONG,"""",MEI,WISNUS,13"
"515,KLENTENG HOK AN KIONG,"""",JUNI,WISMAN,0"
"516,KLENTENG HOK AN KIONG,"""",JUNI,WISNUS,10"
"517,KLENTENG HOK AN KIONG,"""",JULI,WISMAN,0"
"518,KLENTENG HOK AN KIONG,"""",JULI,WISNUS,4"
"519,KLENTENG HOK AN KIONG,"""",AGUSTUS,WISMAN,0"
"520,KLENTENG HOK AN KIONG,"""",AGUSTUS,WISNUS,0"
"521,KLENTENG HOK AN KIONG,"""",SEPTEMBER,WISMAN,0"
"522,KLENTENG HOK AN KIONG,"""",SEPTEMBER,WISNUS,0"
"523,KLENTENG HOK AN KIONG,"""",OKTOBER,WISMAN,0"
"524,KLENTENG HOK AN KIONG,"""",OKTOBER,WISNUS,3"
"525,KLENTENG HOK AN KIONG,"""",NOPEMBER,WISMAN,0"
"526,KLENTENG HOK AN KIONG,"""",NOPEMBER,WISNUS,2"
"527,KLENTENG HOK AN KIONG,"""",DESEMBER,WISMAN,0"
"528,KLENTENG HOK AN KIONG,"""",DESEMBER,WISNUS,2"
"529,KLENTENG BOEN BIO,"""",JANUARI,WISMAN,0"
"530,KLENTENG BOEN BIO,"""",JANUARI,WISNUS,6"
"531,KLENTENG BOEN BIO,"""",FEBRUARI,WISMAN,0"
"532,KLENTENG BOEN BIO,"""",FEBRUARI,WISNUS,6"
"533,KLENTENG BOEN BIO,"""",MARET,WISMAN,0"
"534,KLENTENG BOEN BIO,"""",MARET,WISNUS,1"
"535,KLENTENG BOEN BIO,"""",APRIL,WISMAN,0"
"536,KLENTENG BOEN BIO,"""",APRIL,WISNUS,9"
"537,KLENTENG BOEN BIO,"""",MEI,WISMAN,0"
"538,KLENTENG BOEN BIO,"""",MEI,WISNUS,12"
"539,KLENTENG BOEN BIO,"""",JUNI,WISMAN,0"
"540,KLENTENG BOEN BIO,"""",JUNI,WISNUS,16"
"541,KLENTENG BOEN BIO,"""",JULI,WISMAN,0"
"542,KLENTENG BOEN BIO,"""",JULI,WISNUS,2"
"543,KLENTENG BOEN BIO,"""",AGUSTUS,WISMAN,0"
"544,KLENTENG BOEN BIO,"""",AGUSTUS,WISNUS,0"
"545,KLENTENG BOEN BIO,"""",SEPTEMBER,WISMAN,0"
"546,KLENTENG BOEN BIO,"""",SEPTEMBER,WISNUS,0"
"547,KLENTENG BOEN BIO,"""",OKTOBER,WISMAN,0"
"548,KLENTENG BOEN BIO,"""",OKTOBER,WISNUS,6"
"549,KLENTENG BOEN BIO,"""",NOPEMBER,WISMAN,0"
"550,KLENTENG BOEN BIO,"""",NOPEMBER,WISNUS,8"
"551,KLENTENG BOEN BIO,"""",DESEMBER,WISMAN,0"
"552,KLENTENG BOEN BIO,"""",DESEMBER,WISNUS,4"
"553,TAMAN PRESTASI,"""",JANUARI,WISMAN,0"
"554,TAMAN PRESTASI,"""",JANUARI,WISNUS,0"
"555,TAMAN PRESTASI,"""",FEBRUARI,WISMAN,0"
"556,TAMAN PRESTASI,"""",FEBRUARI,WISNUS,0"
"557,TAMAN PRESTASI,"""",MARET,WISMAN,0"
"558,TAMAN PRESTASI,"""",MARET,WISNUS,0"
"559,TAMAN PRESTASI,"""",APRIL,WISMAN,0"
"560,TAMAN PRESTASI,"""",APRIL,WISNUS,115"
"561,TAMAN PRESTASI,"""",MEI,WISMAN,0"
"562,TAMAN PRESTASI,"""",MEI,WISNUS,1824"
"563,TAMAN PRESTASI,"""",JUNI,WISMAN,0"
"564,TAMAN PRESTASI,"""",JUNI,WISNUS,1536"
"565,TAMAN PRESTASI,"""",JULI,WISMAN,0"
"566,TAMAN PRESTASI,"""",JULI,WISNUS,0"
"567,TAMAN PRESTASI,"""",AGUSTUS,WISMAN,0"
"568,TAMAN PRESTASI,"""",AGUSTUS,WISNUS,0"
"569,TAMAN PRESTASI,"""",SEPTEMBER,WISMAN,0"
"570,TAMAN PRESTASI,"""",SEPTEMBER,WISNUS,0"
"571,TAMAN PRESTASI,"""",OKTOBER,WISMAN,0"
"572,TAMAN PRESTASI,"""",OKTOBER,WISNUS,3971"
"573,TAMAN PRESTASI,"""",NOPEMBER,WISMAN,0"
"574,TAMAN PRESTASI,"""",NOPEMBER,WISNUS,1524"
"575,TAMAN PRESTASI,"""",DESEMBER,WISMAN,0"
"576,TAMAN PRESTASI,"""",DESEMBER,WISNUS,2962"
"577,KEBUN BINATANG SURABAYA,"""",JANUARI,WISMAN,0"
"578,KEBUN BINATANG SURABAYA,"""",JANUARI,WISNUS,34435"
"579,KEBUN BINATANG SURABAYA,"""",FEBRUARI,WISMAN,0"
"580,KEBUN BINATANG SURABAYA,"""",FEBRUARI,WISNUS,32264"
"581,KEBUN BINATANG SURABAYA,"""",MARET,WISMAN,4"
"582,KEBUN BINATANG SURABAYA,"""",MARET,WISNUS,70597"
"583,KEBUN BINATANG SURABAYA,"""",APRIL,WISMAN,0"
"584,KEBUN BINATANG SURABAYA,"""",APRIL,WISNUS,91758"
"585,KEBUN BINATANG SURABAYA,"""",MEI,WISMAN,0"
"586,KEBUN BINATANG SURABAYA,"""",MEI,WISNUS,74380"
"587,KEBUN BINATANG SURABAYA,"""",JUNI,WISMAN,0"
"588,KEBUN BINATANG SURABAYA,"""",JUNI,WISNUS,68344"
"589,KEBUN BINATANG SURABAYA,"""",JULI,WISMAN,0"
"590,KEBUN BINATANG SURABAYA,"""",JULI,WISNUS,1127"
"591,KEBUN BINATANG SURABAYA,"""",AGUSTUS,WISMAN,0"
"592,KEBUN BINATANG SURABAYA,"""",AGUSTUS,WISNUS,0"
"593,KEBUN BINATANG SURABAYA,"""",SEPTEMBER,WISMAN,0"
"594,KEBUN BINATANG SURABAYA,"""",SEPTEMBER,WISNUS,0"
"595,KEBUN BINATANG SURABAYA,"""",OKTOBER,WISMAN,0"
"596,KEBUN BINATANG SURABAYA,"""",OKTOBER,WISNUS,59906"
"597,KEBUN BINATANG SURABAYA,"""",NOPEMBER,WISMAN,0"
"598,KEBUN BINATANG SURABAYA,"""",NOPEMBER,WISNUS,76018"
"599,KEBUN BINATANG SURABAYA,"""",DESEMBER,WISMAN,0"
"600,KEBUN BINATANG SURABAYA,"""",DESEMBER,WISNUS,111028"
"601,MONKASEL,"""",JANUARI,WISMAN,0"
"602,MONKASEL,"""",JANUARI,WISNUS,1482"
"603,MONKASEL,"""",FEBRUARI,WISMAN,0"
"604,MONKASEL,"""",FEBRUARI,WISNUS,1084"
"605,MONKASEL,"""",MARET,WISMAN,0"
"606,MONKASEL,"""",MARET,WISNUS,2176"
"607,MONKASEL,"""",APRIL,WISMAN,0"
"608,MONKASEL,"""",APRIL,WISNUS,2502"
"609,MONKASEL,"""",MEI,WISMAN,0"
"610,MONKASEL,"""",MEI,WISNUS,2441"
"611,MONKASEL,"""",JUNI,WISMAN,0"
"612,MONKASEL,"""",JUNI,WISNUS,0"
"613,MONKASEL,"""",JULI,WISMAN,0"
"614,MONKASEL,"""",JULI,WISNUS,0"
"615,MONKASEL,"""",AGUSTUS,WISMAN,0"
"616,MONKASEL,"""",AGUSTUS,WISNUS,0"
"617,MONKASEL,"""",SEPTEMBER,WISMAN,0"
"618,MONKASEL,"""",SEPTEMBER,WISNUS,0"
"619,MONKASEL,"""",OKTOBER,WISMAN,0"
"620,MONKASEL,"""",OKTOBER,WISNUS,60138"
"621,MONKASEL,"""",NOPEMBER,WISMAN,0"
"622,MONKASEL,"""",NOPEMBER,WISNUS,2542"
"623,MONKASEL,"""",DESEMBER,WISMAN,0"
"624,MONKASEL,"""",DESEMBER,WISNUS,278"
"625,TAMAN BUDAYA JATIM,"""",JANUARI,WISMAN,0"
"626,TAMAN BUDAYA JATIM,"""",JANUARI,WISNUS,0"
"627,TAMAN BUDAYA JATIM,"""",FEBRUARI,WISMAN,0"
"628,TAMAN BUDAYA JATIM,"""",FEBRUARI,WISNUS,0"
"629,TAMAN BUDAYA JATIM,"""",MARET,WISMAN,0"
"630,TAMAN BUDAYA JATIM,"""",MARET,WISNUS,0"
"631,TAMAN BUDAYA JATIM,"""",APRIL,WISMAN,0"
"632,TAMAN BUDAYA JATIM,"""",APRIL,WISNUS,0"
"633,TAMAN BUDAYA JATIM,"""",MEI,WISMAN,0"
"634,TAMAN BUDAYA JATIM,"""",MEI,WISNUS,0"
"635,TAMAN BUDAYA JATIM,"""",JUNI,WISMAN,0"
"636,TAMAN BUDAYA JATIM,"""",JUNI,WISNUS,0"
"637,TAMAN BUDAYA JATIM,"""",JULI,WISMAN,0"
"638,TAMAN BUDAYA JATIM,"""",JULI,WISNUS,0"
"639,TAMAN BUDAYA JATIM,"""",AGUSTUS,WISMAN,0"
"640,TAMAN BUDAYA JATIM,"""",AGUSTUS,WISNUS,0"
"641,TAMAN BUDAYA JATIM,"""",SEPTEMBER,WISMAN,0"
"642,TAMAN BUDAYA JATIM,"""",SEPTEMBER,WISNUS,0"
"643,TAMAN BUDAYA JATIM,"""",OKTOBER,WISMAN,0"
"644,TAMAN BUDAYA JATIM,"""",OKTOBER,WISNUS,830"
"645,TAMAN BUDAYA JATIM,"""",NOPEMBER,WISMAN,0"
"646,TAMAN BUDAYA JATIM,"""",NOPEMBER,WISNUS,1223"
"647,TAMAN BUDAYA JATIM,"""",DESEMBER,WISMAN,0"
"648,TAMAN BUDAYA JATIM,"""",DESEMBER,WISNUS,2124"
"649,CIPUTRA WATER PARK,"""",JANUARI,WISMAN,0"
"650,CIPUTRA WATER PARK,"""",JANUARI,WISNUS,0"
"651,CIPUTRA WATER PARK,"""",FEBRUARI,WISMAN,0"
"652,CIPUTRA WATER PARK,"""",FEBRUARI,WISNUS,0"
"653,CIPUTRA WATER PARK,"""",MARET,WISMAN,0"
"654,CIPUTRA WATER PARK,"""",MARET,WISNUS,0"
"655,CIPUTRA WATER PARK,"""",APRIL,WISMAN,0"
"656,CIPUTRA WATER PARK,"""",APRIL,WISNUS,0"
"657,CIPUTRA WATER PARK,"""",MEI,WISMAN,0"
"658,CIPUTRA WATER PARK,"""",MEI,WISNUS,0"
"659,CIPUTRA WATER PARK,"""",JUNI,WISMAN,0"
"660,CIPUTRA WATER PARK,"""",JUNI,WISNUS,0"
"661,CIPUTRA WATER PARK,"""",JULI,WISMAN,0"
"662,CIPUTRA WATER PARK,"""",JULI,WISNUS,0"
"663,CIPUTRA WATER PARK,"""",AGUSTUS,WISMAN,0"
"664,CIPUTRA WATER PARK,"""",AGUSTUS,WISNUS,0"
"665,CIPUTRA WATER PARK,"""",SEPTEMBER,WISMAN,0"
"666,CIPUTRA WATER PARK,"""",SEPTEMBER,WISNUS,0"
"667,CIPUTRA WATER PARK,"""",OKTOBER,WISMAN,0"
"668,CIPUTRA WATER PARK,"""",OKTOBER,WISNUS,0"
"669,CIPUTRA WATER PARK,"""",NOPEMBER,WISMAN,0"
"670,CIPUTRA WATER PARK,"""",NOPEMBER,WISNUS,0"
"671,CIPUTRA WATER PARK,"""",DESEMBER,WISMAN,0"
"672,CIPUTRA WATER PARK,"""",DESEMBER,WISNUS,0"
"673,BALAI KOTA  ( SSCT ),"""",JANUARI,WISMAN,0"
"674,BALAI KOTA  ( SSCT ),"""",JANUARI,WISNUS,0"
"675,BALAI KOTA  ( SSCT ),"""",FEBRUARI,WISMAN,0"
"676,BALAI KOTA  ( SSCT ),"""",FEBRUARI,WISNUS,0"
"677,BALAI KOTA  ( SSCT ),"""",MARET,WISMAN,0"
"678,BALAI KOTA  ( SSCT ),"""",MARET,WISNUS,0"
"679,BALAI KOTA  ( SSCT ),"""",APRIL,WISMAN,0"
